0,Shanghai  China,NA,8,31.245,121.495,10,"Data Version: 4.0 / Type: Timeseries / LatLon Resolution: 0.010 / Time Resolution: 60 minutes / Averaging Method: End of Period / TD: No / Copyright 2010-2025 Clean Power Research®, L.L.C. DownloadID=f322faaf-add9-4279-8d57-6cdc06af4179"
ObservationTime(LST),Global Horizontal Irradiance (GHI) W/m2,Direct Normal Irradiance (DNI) W/m2,AmbientTemperature (deg C),WindSpeed (m/s),Wind Direction (degrees),Wind-Speed 100m (m/s),Wind Direction 100m (degrees),WindGust (m/s),Relative Humidity (%),Liquid Precipitation (kg/m2),Solid Precipitation (kg/m2),Snow Depth (m),Clear Sky GHI,Clear Sky DNI,Clear Sky DHI,IrradianceObservationType,LeadTime,DataVersion,ObservationTime(GMT),Diffuse Horizontal Irradiance (DIF) W/m2,AmbientTemperatureObservationType,WindSpeedObservationType,Albedo,Particulate Matter 10 (µg/m3),Particulate Matter 2.5 (µg/m3)
04/17/2025 23:00,0,0,20,4,194,,,7.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/17/2025 15:00,0,O,O,0.09,,
04/18/2025 00:00,0,0,20,4,196,,,6.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/17/2025 16:00,0,O,O,0.09,,
04/18/2025 01:00,0,0,18,4,201,,,5.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/17/2025 17:00,0,O,O,0.09,,
04/18/2025 02:00,0,0,18,3,205,,,5,,0,0,,,,,AN,,SolarAnywhere4_0,04/17/2025 18:00,0,O,O,0.09,,
04/18/2025 03:00,0,0,18,2,202,,,4.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/17/2025 19:00,0,O,O,0.09,,
04/18/2025 04:00,0,0,16,2,202,,,4,,0,0,,,,,AN,,SolarAnywhere4_0,04/17/2025 20:00,0,O,O,0.09,,
04/18/2025 05:00,0,0,16,2,199,,,3.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/17/2025 21:00,0,O,O,0.09,,
04/18/2025 06:00,11,1,17,2,184,,,3.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 22:00,11,O,O,0.09,,
04/18/2025 07:00,129,89,19,2,171,,,4,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 23:00,108,O,O,0.09,,
04/18/2025 08:00,339,312,20,2,177,,,4.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 00:00,201,O,O,0.09,,
04/18/2025 09:00,550,504,21,1,190,,,4.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 01:00,234,O,O,0.09,,
04/18/2025 10:00,724,576,23,1,179,,,5.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 02:00,276,O,O,0.09,,
04/18/2025 11:00,851,614,26,2,155,,,5.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 03:00,309,O,O,0.09,,
04/18/2025 12:00,912,637,26,3,148,,,6.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 04:00,318,O,O,0.09,,
04/18/2025 13:00,918,678,26,3,146,,,7.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 05:00,290,O,O,0.09,,
04/18/2025 14:00,845,675,26,4,146,,,8.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 06:00,262,O,O,0.09,,
04/18/2025 15:00,704,611,26,4,142,,,9,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 07:00,246,O,O,0.09,,
04/18/2025 16:00,525,539,24,4,138,,,9,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 08:00,207,O,O,0.09,,
04/18/2025 17:00,311,366,24,4,134,,,8.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 09:00,166,O,O,0.09,,
04/18/2025 18:00,105,110,22,4,135,,,8.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 10:00,85,O,O,0.09,,
04/18/2025 19:00,6,0,20,4,135,,,8.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 11:00,6,O,O,0.09,,
04/18/2025 20:00,0,0,20,5,138,,,9.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/18/2025 12:00,0,O,O,0.09,,
04/18/2025 21:00,0,0,20,6,141,,,10,,0,0,,,,,AN,,SolarAnywhere4_0,04/18/2025 13:00,0,O,O,0.09,,
04/18/2025 22:00,0,0,20,6,147,,,10.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/18/2025 14:00,0,O,O,0.09,,
04/18/2025 23:00,0,0,20,6,152,,,11,,0,0,,,,,AN,,SolarAnywhere4_0,04/18/2025 15:00,0,O,O,0.09,,
04/19/2025 00:00,0,0,20,7,156,,,11.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/18/2025 16:00,0,O,O,0.09,,
04/19/2025 01:00,0,0,20,7,158,,,11.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/18/2025 17:00,0,O,O,0.09,,
04/19/2025 02:00,0,0,20,6,163,,,10.9,,0,0,,,,,AN,,SolarAnywhere4_0,04/18/2025 18:00,0,O,O,0.09,,
04/19/2025 03:00,0,0,20,6,167,,,10.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/18/2025 19:00,0,O,O,0.09,,
04/19/2025 04:00,0,0,20,5,165,,,9.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/18/2025 20:00,0,O,O,0.09,,
04/19/2025 05:00,0,0,19,5,166,,,8.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/18/2025 21:00,0,O,O,0.09,,
04/19/2025 06:00,6,0,19,4,166,,,8.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 22:00,6,O,O,0.09,,
04/19/2025 07:00,76,11,20,4,164,,,8.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/18/2025 23:00,73,O,O,0.09,,
04/19/2025 08:00,230,67,21,4,163,,,8.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 00:00,200,O,O,0.09,,
04/19/2025 09:00,370,116,22,5,173,,,9.1,,0.0088,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 01:00,297,O,O,0.09,,
04/19/2025 10:00,417,99,23,4,182,,,9.9,,0.0725,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 02:00,340,O,O,0.09,,
04/19/2025 11:00,617,250,26,4,186,,,9.9,,0.1272,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 03:00,396,O,O,0.09,,
04/19/2025 12:00,539,165,26,4,182,,,9.4,,0.0197,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 04:00,385,O,O,0.09,,
04/19/2025 13:00,349,43,27,4,183,,,8.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 05:00,309,O,O,0.09,,
04/19/2025 14:00,243,3,27,4,185,,,7.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 06:00,240,O,O,0.09,,
04/19/2025 15:00,193,1,28,2,187,,,6.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 07:00,192,O,O,0.09,,
04/19/2025 16:00,119,0,26,2,186,,,5.5,,0.1499,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 08:00,119,O,O,0.09,,
04/19/2025 17:00,68,0,26,1,217,,,5.2,,0.9423,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 09:00,68,O,O,0.09,,
04/19/2025 18:00,14,0,25,1,343,,,5.7,,0.4061,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 10:00,14,O,O,0.09,,
04/19/2025 19:00,1,0,22,3,346,,,6.7,,0.0427,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 11:00,1,O,O,0.09,,
04/19/2025 20:00,0,0,20,5,3,,,8,,0,0,,,,,AN,,SolarAnywhere4_0,04/19/2025 12:00,0,O,O,0.09,,
04/19/2025 21:00,0,0,20,5,8,,,8.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/19/2025 13:00,0,O,O,0.09,,
04/19/2025 22:00,0,0,18,5,10,,,8.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/19/2025 14:00,0,O,O,0.09,,
04/19/2025 23:00,0,0,18,6,10,,,8.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/19/2025 15:00,0,O,O,0.09,,
04/20/2025 00:00,0,0,17,6,6,,,9.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/19/2025 16:00,0,O,O,0.09,,
04/20/2025 01:00,0,0,16,4,7,,,9.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/19/2025 17:00,0,O,O,0.09,,
04/20/2025 02:00,0,0,16,4,3,,,8.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/19/2025 18:00,0,O,O,0.09,,
04/20/2025 03:00,0,0,16,4,353,,,8.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/19/2025 19:00,0,O,O,0.09,,
04/20/2025 04:00,0,0,16,4,346,,,8.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/19/2025 20:00,0,O,O,0.09,,
04/20/2025 05:00,0,0,16,4,344,,,8.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/19/2025 21:00,0,O,O,0.09,,
04/20/2025 06:00,11,0,16,4,346,,,8,,0,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 22:00,11,O,O,0.09,,
04/20/2025 07:00,118,51,17,4,348,,,7.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/19/2025 23:00,106,O,O,0.09,,
04/20/2025 08:00,282,156,17,4,352,,,8.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 00:00,212,O,O,0.09,,
04/20/2025 09:00,277,47,17,4,358,,,9.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 01:00,247,O,O,0.09,,
04/20/2025 10:00,602,362,17,5,9,,,10.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 02:00,318,O,O,0.09,,
04/20/2025 11:00,827,512,20,5,16,,,10.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 03:00,373,O,O,0.09,,
04/20/2025 12:00,917,609,20,5,22,,,10.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 04:00,346,O,O,0.09,,
04/20/2025 13:00,917,634,21,5,27,,,10.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 05:00,327,O,O,0.09,,
04/20/2025 14:00,857,655,22,5,29,,,9.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 06:00,289,O,O,0.09,,
04/20/2025 15:00,718,602,22,5,29,,,9.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 07:00,265,O,O,0.09,,
04/20/2025 16:00,548,546,20,5,30,,,9.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 08:00,224,O,O,0.09,,
04/20/2025 17:00,319,326,20,4,35,,,9.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 09:00,188,O,O,0.09,,
04/20/2025 18:00,81,36,18,4,43,,,8.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 10:00,74,O,O,0.09,,
04/20/2025 19:00,3,0,16,3,53,,,7.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 11:00,3,O,O,0.09,,
04/20/2025 20:00,0,0,16,3,63,,,5.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/20/2025 12:00,0,O,O,0.09,,
04/20/2025 21:00,0,0,16,3,68,,,4.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/20/2025 13:00,0,O,O,0.09,,
04/20/2025 22:00,0,0,16,3,74,,,4.2,,0,0,,,,,AN,,SolarAnywhere4_0,04/20/2025 14:00,0,O,O,0.09,,
04/20/2025 23:00,0,0,15,3,78,,,4.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/20/2025 15:00,0,O,O,0.09,,
04/21/2025 00:00,0,0,15,3,80,,,4.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/20/2025 16:00,0,O,O,0.09,,
04/21/2025 01:00,0,0,15,3,86,,,4.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/20/2025 17:00,0,O,O,0.09,,
04/21/2025 02:00,0,0,15,3,93,,,4.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/20/2025 18:00,0,O,O,0.09,,
04/21/2025 03:00,0,0,15,3,99,,,5.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/20/2025 19:00,0,O,O,0.09,,
04/21/2025 04:00,0,0,15,3,100,,,6.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/20/2025 20:00,0,O,O,0.09,,
04/21/2025 05:00,0,0,16,4,100,,,7.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/20/2025 21:00,0,O,O,0.09,,
04/21/2025 06:00,5,0,16,4,108,,,8.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 22:00,5,O,O,0.09,,
04/21/2025 07:00,86,16,17,4,118,,,9.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/20/2025 23:00,82,O,O,0.09,,
04/21/2025 08:00,293,182,17,5,127,,,9.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 00:00,211,O,O,0.09,,
04/21/2025 09:00,348,125,17,5,133,,,10.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 01:00,268,O,O,0.09,,
04/21/2025 10:00,463,163,19,6,140,,,11.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 02:00,335,O,O,0.09,,
04/21/2025 11:00,702,389,21,6,142,,,12.4,,0.0082,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 03:00,356,O,O,0.09,,
04/21/2025 12:00,453,92,22,6,146,,,12.8,,0.0747,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 04:00,367,O,O,0.09,,
04/21/2025 13:00,248,13,22,7,153,,,13.1,,0.2637,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 05:00,236,O,O,0.09,,
04/21/2025 14:00,211,4,21,7,152,,,12.8,,0.6409,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 06:00,208,O,O,0.09,,
04/21/2025 15:00,124,0,20,7,151,,,12.6,,0.2365,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 07:00,124,O,O,0.09,,
04/21/2025 16:00,84,0,20,6,151,,,12.5,,1.1229,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 08:00,84,O,O,0.09,,
04/21/2025 17:00,49,0,19,6,152,,,11.4,,2.3792,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 09:00,49,O,O,0.09,,
04/21/2025 18:00,25,0,18,5,146,,,10.7,,2.7526,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 10:00,25,O,O,0.09,,
04/21/2025 19:00,1,0,18,6,150,,,11.3,,3.4584,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 11:00,1,O,O,0.09,,
04/21/2025 20:00,0,0,18,6,155,,,12,,2.7022,0,,,,,AN,,SolarAnywhere4_0,04/21/2025 12:00,0,O,O,0.09,,
04/21/2025 21:00,0,0,18,6,166,,,12.6,,1.2212,0,,,,,AN,,SolarAnywhere4_0,04/21/2025 13:00,0,O,O,0.09,,
04/21/2025 22:00,0,0,18,6,170,,,12.2,,0.6075,0,,,,,AN,,SolarAnywhere4_0,04/21/2025 14:00,0,O,O,0.09,,
04/21/2025 23:00,0,0,19,4,176,,,11.7,,1.187,0,,,,,AN,,SolarAnywhere4_0,04/21/2025 15:00,0,O,O,0.09,,
04/22/2025 00:00,0,0,19,4,190,,,11.6,,2.2047,0,,,,,AN,,SolarAnywhere4_0,04/21/2025 16:00,0,O,O,0.09,,
04/22/2025 01:00,0,0,19,4,202,,,11.1,,2.1003,0,,,,,AN,,SolarAnywhere4_0,04/21/2025 17:00,0,O,O,0.09,,
04/22/2025 02:00,0,0,19,4,221,,,9.7,,0.8257,0,,,,,AN,,SolarAnywhere4_0,04/21/2025 18:00,0,O,O,0.09,,
04/22/2025 03:00,0,0,20,3,248,,,7.7,,0.09,0,,,,,AN,,SolarAnywhere4_0,04/21/2025 19:00,0,O,O,0.09,,
04/22/2025 04:00,0,0,21,4,272,,,7,,0,0,,,,,AN,,SolarAnywhere4_0,04/21/2025 20:00,0,O,O,0.09,,
04/22/2025 05:00,0,0,21,4,283,,,7.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/21/2025 21:00,0,O,O,0.09,,
04/22/2025 06:00,3,0,21,4,293,,,7.5,,0.0026,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 22:00,3,O,O,0.09,,
04/22/2025 07:00,52,0,21,3,290,,,7.8,,0.0205,0,,,,,AD,,SolarAnywhere4_0,04/21/2025 23:00,52,O,O,0.09,,
04/22/2025 08:00,58,0,21,4,291,,,8.9,,0.0367,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 00:00,58,O,O,0.09,,
04/22/2025 09:00,91,0,21,5,304,,,9.4,,0.0282,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 01:00,91,O,O,0.09,,
04/22/2025 10:00,144,1,21,5,319,,,9.2,,0.0039,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 02:00,143,O,O,0.09,,
04/22/2025 11:00,165,1,22,5,327,,,9,,0,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 03:00,164,O,O,0.09,,
04/22/2025 12:00,261,13,22,5,325,,,9.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 04:00,249,O,O,0.09,,
04/22/2025 13:00,287,16,22,5,322,,,10.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 05:00,272,O,O,0.09,,
04/22/2025 14:00,169,1,20,6,330,,,10.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 06:00,168,O,O,0.09,,
04/22/2025 15:00,198,4,20,6,338,,,11.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 07:00,195,O,O,0.09,,
04/22/2025 16:00,102,0,20,7,341,,,12.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 08:00,102,O,O,0.09,,
04/22/2025 17:00,94,23,18,6,347,,,12.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 09:00,85,O,O,0.09,,
04/22/2025 18:00,94,65,18,6,351,,,11.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 10:00,82,O,O,0.09,,
04/22/2025 19:00,1,0,17,5,350,,,10.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 11:00,1,O,O,0.09,,
04/22/2025 20:00,0,0,17,5,347,,,9.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/22/2025 12:00,0,O,O,0.09,,
04/22/2025 21:00,0,0,17,4,345,,,9.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/22/2025 13:00,0,O,O,0.09,,
04/22/2025 22:00,0,0,16,4,342,,,8.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/22/2025 14:00,0,O,O,0.09,,
04/22/2025 23:00,0,0,16,4,340,,,8,,0,0,,,,,AN,,SolarAnywhere4_0,04/22/2025 15:00,0,O,O,0.09,,
04/23/2025 00:00,0,0,16,3,334,,,6.9,,0,0,,,,,AN,,SolarAnywhere4_0,04/22/2025 16:00,0,O,O,0.09,,
04/23/2025 01:00,0,0,16,3,323,,,5.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/22/2025 17:00,0,O,O,0.09,,
04/23/2025 02:00,0,0,15,3,319,,,4.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/22/2025 18:00,0,O,O,0.09,,
04/23/2025 03:00,0,0,15,3,317,,,4.1,,0.0033,0,,,,,AN,,SolarAnywhere4_0,04/22/2025 19:00,0,O,O,0.09,,
04/23/2025 04:00,0,0,16,2,333,,,4.7,,0.0196,0,,,,,AN,,SolarAnywhere4_0,04/22/2025 20:00,0,O,O,0.09,,
04/23/2025 05:00,0,0,16,2,325,,,4.6,,0.0033,0,,,,,AN,,SolarAnywhere4_0,04/22/2025 21:00,0,O,O,0.09,,
04/23/2025 06:00,5,0,16,2,309,,,3.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 22:00,5,O,O,0.09,,
04/23/2025 07:00,48,0,17,2,291,,,3.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/22/2025 23:00,48,O,O,0.09,,
04/23/2025 08:00,172,72,17,2,315,,,4.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 00:00,139,O,O,0.09,,
04/23/2025 09:00,492,277,18,2,311,,,4.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 01:00,314,O,O,0.09,,
04/23/2025 10:00,663,412,19,2,310,,,4.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 02:00,337,O,O,0.09,,
04/23/2025 11:00,772,419,21,2,315,,,5.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 03:00,397,O,O,0.09,,
04/23/2025 12:00,535,140,22,3,322,,,7.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 04:00,403,O,O,0.09,,
04/23/2025 13:00,724,293,23,3,325,,,8.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 05:00,450,O,O,0.09,,
04/23/2025 14:00,706,345,24,3,324,,,8.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 06:00,405,O,O,0.09,,
04/23/2025 15:00,521,186,24,3,318,,,7,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 07:00,380,O,O,0.09,,
04/23/2025 16:00,445,239,24,2,314,,,6.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 08:00,302,O,O,0.09,,
04/23/2025 17:00,240,103,24,2,309,,,5.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 09:00,198,O,O,0.09,,
04/23/2025 18:00,84,19,23,1,235,,,4.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 10:00,80,O,O,0.09,,
04/23/2025 19:00,7,0,20,1,180,,,3.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 11:00,7,O,O,0.09,,
04/23/2025 20:00,0,0,19,2,174,,,3.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/23/2025 12:00,0,O,O,0.09,,
04/23/2025 21:00,0,0,18,2,175,,,3.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/23/2025 13:00,0,O,O,0.09,,
04/23/2025 22:00,0,0,18,2,176,,,3.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/23/2025 14:00,0,O,O,0.09,,
04/23/2025 23:00,0,0,18,2,179,,,3.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/23/2025 15:00,0,O,O,0.09,,
04/24/2025 00:00,0,0,18,2,184,,,3.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/23/2025 16:00,0,O,O,0.09,,
04/24/2025 01:00,0,0,17,2,203,,,4,,0,0,,,,,AN,,SolarAnywhere4_0,04/23/2025 17:00,0,O,O,0.09,,
04/24/2025 02:00,0,0,16,2,223,,,4.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/23/2025 18:00,0,O,O,0.09,,
04/24/2025 03:00,0,0,16,2,234,,,4.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/23/2025 19:00,0,O,O,0.09,,
04/24/2025 04:00,0,0,16,2,252,,,4.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/23/2025 20:00,0,O,O,0.09,,
04/24/2025 05:00,0,0,16,2,259,,,4.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/23/2025 21:00,0,O,O,0.09,,
04/24/2025 06:00,22,18,17,2,258,,,4.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 22:00,21,O,O,0.09,,
04/24/2025 07:00,172,209,19,3,262,,,4.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/23/2025 23:00,119,O,O,0.09,,
04/24/2025 08:00,378,372,20,3,272,,,4.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 00:00,207,O,O,0.09,,
04/24/2025 09:00,450,228,20,2,275,,,4.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 01:00,303,O,O,0.09,,
04/24/2025 10:00,656,357,21,2,286,,,4.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 02:00,373,O,O,0.09,,
04/24/2025 11:00,571,251,24,3,309,,,5.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 03:00,346,O,O,0.09,,
04/24/2025 12:00,167,6,25,3,343,,,5.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 04:00,161,O,O,0.09,,
04/24/2025 13:00,239,7,24,3,6,,,5.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 05:00,232,O,O,0.09,,
04/24/2025 14:00,198,5,24,2,14,,,3.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 06:00,194,O,O,0.09,,
04/24/2025 15:00,165,0,24,2,38,,,4.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 07:00,165,O,O,0.09,,
04/24/2025 16:00,102,0,23,3,48,,,6.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 08:00,102,O,O,0.09,,
04/24/2025 17:00,47,0,22,4,36,,,6.7,,0.0062,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 09:00,47,O,O,0.09,,
04/24/2025 18:00,16,0,20,4,23,,,6.9,,0.053,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 10:00,16,O,O,0.09,,
04/24/2025 19:00,2,0,18,3,21,,,7,,0.1331,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 11:00,2,O,O,0.09,,
04/24/2025 20:00,0,0,16,4,15,,,7,,0.2962,0,,,,,AN,,SolarAnywhere4_0,04/24/2025 12:00,0,O,O,0.09,,
04/24/2025 21:00,0,0,16,3,25,,,6.9,,0.5733,0,,,,,AN,,SolarAnywhere4_0,04/24/2025 13:00,0,O,O,0.09,,
04/24/2025 22:00,0,0,16,3,45,,,6.5,,0.349,0,,,,,AN,,SolarAnywhere4_0,04/24/2025 14:00,0,O,O,0.09,,
04/24/2025 23:00,0,0,15,3,34,,,6.2,,0.0982,0,,,,,AN,,SolarAnywhere4_0,04/24/2025 15:00,0,O,O,0.09,,
04/25/2025 00:00,0,0,15,4,13,,,6.8,,0.0092,0,,,,,AN,,SolarAnywhere4_0,04/24/2025 16:00,0,O,O,0.09,,
04/25/2025 01:00,0,0,14,4,22,,,7.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/24/2025 17:00,0,O,O,0.09,,
04/25/2025 02:00,0,0,14,4,31,,,7.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/24/2025 18:00,0,O,O,0.09,,
04/25/2025 03:00,0,0,14,4,36,,,7.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/24/2025 19:00,0,O,O,0.09,,
04/25/2025 04:00,0,0,14,4,42,,,7.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/24/2025 20:00,0,O,O,0.09,,
04/25/2025 05:00,0,0,14,4,53,,,7.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/24/2025 21:00,0,O,O,0.09,,
04/25/2025 06:00,13,0,15,4,54,,,7.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 22:00,13,O,O,0.09,,
04/25/2025 07:00,82,0,16,4,60,,,7.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/24/2025 23:00,82,O,O,0.09,,
04/25/2025 08:00,263,120,16,4,63,,,8.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 00:00,207,O,O,0.09,,
04/25/2025 09:00,372,170,16,4,64,,,9.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/25/2025 01:00,262,O,O,0.09,,
