0,Shanghai  China,NA,8,31.245,121.495,10,"Data Version: 4.0 / Type: Timeseries / LatLon Resolution: 0.010 / Time Resolution: 60 minutes / Averaging Method: End of Period / TD: No / Copyright 2010-2025 Clean Power Research®, L.L.C. DownloadID=f322faaf-add9-4279-8d57-6cdc06af4179"
ObservationTime(LST),Global Horizontal Irradiance (GHI) W/m2,Direct Normal Irradiance (DNI) W/m2,AmbientTemperature (deg C),WindSpeed (m/s),Wind Direction (degrees),Wind-Speed 100m (m/s),Wind Direction 100m (degrees),WindGust (m/s),Relative Humidity (%),Liquid Precipitation (kg/m2),Solid Precipitation (kg/m2),Snow Depth (m),Clear Sky GHI,Clear Sky DNI,Clear Sky DHI,IrradianceObservationType,LeadTime,DataVersion,ObservationTime(GMT),Diffuse Horizontal Irradiance (DIF) W/m2,AmbientTemperatureObservationType,WindSpeedObservationType,Albedo,Particulate Matter 10 (µg/m3),Particulate Matter 2.5 (µg/m3)
04/10/2025 11:00,775,485,20,2,51,,,9.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/10/2025 03:00,358,O,O,0.09,,
04/10/2025 12:00,794,441,20,3,51,,,10,,0,0,,,,,AD,,SolarAnywhere4_0,04/10/2025 04:00,391,O,O,0.09,,
04/10/2025 13:00,676,340,20,4,55,,,10.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/10/2025 05:00,367,O,O,0.09,,
04/10/2025 14:00,531,161,20,4,61,,,10.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/10/2025 06:00,394,O,O,0.09,,
04/10/2025 15:00,358,77,20,4,65,,,10,,0,0,,,,,AD,,SolarAnywhere4_0,04/10/2025 07:00,302,O,O,0.09,,
04/10/2025 16:00,219,36,20,4,69,,,9.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/10/2025 08:00,198,O,O,0.09,,
04/10/2025 17:00,85,0,18,4,70,,,9.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/10/2025 09:00,85,O,O,0.09,,
04/10/2025 18:00,45,0,17,4,74,,,8.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/10/2025 10:00,45,O,O,0.09,,
04/10/2025 19:00,2,0,16,4,92,,,7.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/10/2025 11:00,2,O,O,0.09,,
04/10/2025 20:00,0,0,15,4,105,,,6.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/10/2025 12:00,0,O,O,0.09,,
04/10/2025 21:00,0,0,15,4,120,,,6,,0,0,,,,,AN,,SolarAnywhere4_0,04/10/2025 13:00,0,O,O,0.09,,
04/10/2025 22:00,0,0,15,3,120,,,5.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/10/2025 14:00,0,O,O,0.09,,
04/10/2025 23:00,0,0,15,3,109,,,5.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/10/2025 15:00,0,O,O,0.09,,
04/11/2025 00:00,0,0,15,3,110,,,5.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/10/2025 16:00,0,O,O,0.09,,
04/11/2025 01:00,0,0,14,4,123,,,6.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/10/2025 17:00,0,O,O,0.09,,
04/11/2025 02:00,0,0,14,4,135,,,6.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/10/2025 18:00,0,O,O,0.09,,
04/11/2025 03:00,0,0,14,4,144,,,6.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/10/2025 19:00,0,O,O,0.09,,
04/11/2025 04:00,0,0,14,3,149,,,6.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/10/2025 20:00,0,O,O,0.09,,
04/11/2025 05:00,0,0,14,3,146,,,5.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/10/2025 21:00,0,O,O,0.09,,
04/11/2025 06:00,6,0,14,2,133,,,5.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/10/2025 22:00,6,O,O,0.09,,
04/11/2025 07:00,114,85,16,2,147,,,5.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/10/2025 23:00,97,O,O,0.09,,
04/11/2025 08:00,310,262,16,3,137,,,6.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 00:00,201,O,O,0.09,,
04/11/2025 09:00,431,252,16,3,133,,,6.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 01:00,279,O,O,0.09,,
04/11/2025 10:00,630,377,18,2,131,,,7.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 02:00,344,O,O,0.09,,
04/11/2025 11:00,718,365,20,2,134,,,8.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 03:00,403,O,O,0.09,,
04/11/2025 12:00,583,179,21,3,131,,,8.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 04:00,419,O,O,0.09,,
04/11/2025 13:00,463,65,22,3,134,,,8.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 05:00,404,O,O,0.09,,
04/11/2025 14:00,301,13,23,4,133,,,9.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 06:00,290,O,O,0.09,,
04/11/2025 15:00,236,7,22,4,128,,,9,,0,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 07:00,231,O,O,0.09,,
04/11/2025 16:00,137,0,22,4,126,,,8.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 08:00,137,O,O,0.09,,
04/11/2025 17:00,78,0,21,5,125,,,8.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 09:00,78,O,O,0.09,,
04/11/2025 18:00,65,31,20,4,131,,,8.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 10:00,60,O,O,0.09,,
04/11/2025 19:00,5,0,19,4,130,,,9,,0,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 11:00,5,O,O,0.09,,
04/11/2025 20:00,0,0,19,5,138,,,9.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/11/2025 12:00,0,O,O,0.09,,
04/11/2025 21:00,0,0,19,6,144,,,10.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/11/2025 13:00,0,O,O,0.09,,
04/11/2025 22:00,0,0,19,6,150,,,11.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/11/2025 14:00,0,O,O,0.09,,
04/11/2025 23:00,0,0,19,7,151,,,12.4,,0.0028,0,,,,,AN,,SolarAnywhere4_0,04/11/2025 15:00,0,O,O,0.09,,
04/12/2025 00:00,0,0,20,7,151,,,12.9,,0.0932,0,,,,,AN,,SolarAnywhere4_0,04/11/2025 16:00,0,O,O,0.09,,
04/12/2025 01:00,0,0,20,6,157,,,12.7,,0.7224,0,,,,,AN,,SolarAnywhere4_0,04/11/2025 17:00,0,O,O,0.09,,
04/12/2025 02:00,0,0,18,6,155,,,12.5,,2.0102,0,,,,,AN,,SolarAnywhere4_0,04/11/2025 18:00,0,O,O,0.09,,
04/12/2025 03:00,0,0,18,6,145,,,11.8,,3.142,0,,,,,AN,,SolarAnywhere4_0,04/11/2025 19:00,0,O,O,0.09,,
04/12/2025 04:00,0,0,18,6,136,,,11.3,,5.0245,0,,,,,AN,,SolarAnywhere4_0,04/11/2025 20:00,0,O,O,0.09,,
04/12/2025 05:00,0,0,18,7,133,,,11.9,,4.9119,0,,,,,AN,,SolarAnywhere4_0,04/11/2025 21:00,0,O,O,0.09,,
04/12/2025 06:00,1,0,18,6,132,,,12,,1.9944,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 22:00,1,O,O,0.09,,
04/12/2025 07:00,17,0,18,4,113,,,11,,1.4998,0,,,,,AD,,SolarAnywhere4_0,04/11/2025 23:00,17,O,O,0.09,,
04/12/2025 08:00,49,0,18,3,118,,,8.7,,1.7227,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 00:00,49,O,O,0.09,,
04/12/2025 09:00,82,0,18,3,178,,,7.6,,1.454,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 01:00,82,O,O,0.09,,
04/12/2025 10:00,110,0,18,5,271,,,8.7,,0.5594,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 02:00,110,O,O,0.09,,
04/12/2025 11:00,130,0,18,6,289,,,11.2,,0.1747,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 03:00,130,O,O,0.09,,
04/12/2025 12:00,271,28,19,7,296,,,15.4,,0.0802,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 04:00,245,O,O,0.09,,
04/12/2025 13:00,143,0,19,9,314,,,18.9,,0.0104,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 05:00,143,O,O,0.09,,
04/12/2025 14:00,132,0,16,11,331,,,20.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 06:00,132,O,O,0.09,,
04/12/2025 15:00,113,0,15,10,329,,,19.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 07:00,113,O,O,0.09,,
04/12/2025 16:00,160,4,14,9,321,,,18.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 08:00,158,O,O,0.09,,
04/12/2025 17:00,117,46,14,8,313,,,15.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 09:00,99,O,O,0.09,,
04/12/2025 18:00,60,48,14,8,307,,,14.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 10:00,52,O,O,0.09,,
04/12/2025 19:00,6,6,14,9,298,,,15.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 11:00,6,O,O,0.09,,
04/12/2025 20:00,0,0,12,9,302,,,15.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/12/2025 12:00,0,O,O,0.09,,
04/12/2025 21:00,0,0,12,8,306,,,14.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/12/2025 13:00,0,O,O,0.09,,
04/12/2025 22:00,0,0,12,8,303,,,13.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/12/2025 14:00,0,O,O,0.09,,
04/12/2025 23:00,0,0,11,8,300,,,13.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/12/2025 15:00,0,O,O,0.09,,
04/13/2025 00:00,0,0,11,7,297,,,12.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/12/2025 16:00,0,O,O,0.09,,
04/13/2025 01:00,0,0,10,6,291,,,11.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/12/2025 17:00,0,O,O,0.09,,
04/13/2025 02:00,0,0,10,6,289,,,11,,0,0,,,,,AN,,SolarAnywhere4_0,04/12/2025 18:00,0,O,O,0.09,,
04/13/2025 03:00,0,0,9,6,287,,,10.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/12/2025 19:00,0,O,O,0.09,,
04/13/2025 04:00,0,0,9,5,279,,,9.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/12/2025 20:00,0,O,O,0.09,,
04/13/2025 05:00,0,0,9,5,268,,,8.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/12/2025 21:00,0,O,O,0.09,,
04/13/2025 06:00,15,42,9,5,257,,,8.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 22:00,15,O,O,0.09,,
04/13/2025 07:00,172,396,10,5,247,,,9.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/12/2025 23:00,88,O,O,0.09,,
04/13/2025 08:00,409,677,11,5,255,,,11,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 00:00,123,O,O,0.09,,
04/13/2025 09:00,632,796,12,7,262,,,12.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 01:00,145,O,O,0.09,,
04/13/2025 10:00,821,864,13,7,269,,,14.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 02:00,161,O,O,0.09,,
04/13/2025 11:00,953,898,16,7,276,,,15,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 03:00,172,O,O,0.09,,
04/13/2025 12:00,1018,907,16,8,275,,,15.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 04:00,182,O,O,0.09,,
04/13/2025 13:00,1004,881,16,8,274,,,15,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 05:00,197,O,O,0.09,,
04/13/2025 14:00,918,838,18,8,269,,,15.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 06:00,202,O,O,0.09,,
04/13/2025 15:00,768,777,18,8,262,,,15.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 07:00,193,O,O,0.09,,
04/13/2025 16:00,575,709,19,8,258,,,15.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 08:00,164,O,O,0.09,,
04/13/2025 17:00,352,571,19,8,256,,,14.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 09:00,131,O,O,0.09,,
04/13/2025 18:00,127,268,19,6,247,,,13.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 10:00,81,O,O,0.09,,
04/13/2025 19:00,7,12,18,4,235,,,10.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 11:00,7,O,O,0.09,,
04/13/2025 20:00,0,0,16,4,226,,,8.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/13/2025 12:00,0,O,O,0.09,,
04/13/2025 21:00,0,0,16,4,216,,,7.9,,0,0,,,,,AN,,SolarAnywhere4_0,04/13/2025 13:00,0,O,O,0.09,,
04/13/2025 22:00,0,0,16,5,213,,,8.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/13/2025 14:00,0,O,O,0.09,,
04/13/2025 23:00,0,0,16,6,216,,,10,,0,0,,,,,AN,,SolarAnywhere4_0,04/13/2025 15:00,0,O,O,0.09,,
04/14/2025 00:00,0,0,17,7,224,,,11.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/13/2025 16:00,0,O,O,0.09,,
04/14/2025 01:00,0,0,17,7,229,,,12.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/13/2025 17:00,0,O,O,0.09,,
04/14/2025 02:00,0,0,17,6,240,,,12.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/13/2025 18:00,0,O,O,0.09,,
04/14/2025 03:00,0,0,16,6,256,,,10.9,,0,0,,,,,AN,,SolarAnywhere4_0,04/13/2025 19:00,0,O,O,0.09,,
04/14/2025 04:00,0,0,16,5,265,,,9.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/13/2025 20:00,0,O,O,0.09,,
04/14/2025 05:00,0,0,16,6,265,,,9.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/13/2025 21:00,0,O,O,0.09,,
04/14/2025 06:00,12,9,15,4,275,,,9.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 22:00,12,O,O,0.09,,
04/14/2025 07:00,133,135,17,3,283,,,9.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/13/2025 23:00,104,O,O,0.09,,
04/14/2025 08:00,383,483,17,4,282,,,8.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 00:00,177,O,O,0.09,,
04/14/2025 09:00,624,751,18,4,277,,,9.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 01:00,162,O,O,0.09,,
04/14/2025 10:00,808,835,19,6,280,,,11.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 02:00,168,O,O,0.09,,
04/14/2025 11:00,936,854,21,7,284,,,13.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 03:00,191,O,O,0.09,,
04/14/2025 12:00,999,858,21,8,285,,,14.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 04:00,206,O,O,0.09,,
04/14/2025 13:00,993,864,21,9,288,,,15.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 05:00,199,O,O,0.09,,
04/14/2025 14:00,914,852,22,9,287,,,16.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 06:00,184,O,O,0.09,,
04/14/2025 15:00,771,818,22,9,285,,,16.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 07:00,164,O,O,0.09,,
04/14/2025 16:00,579,744,22,8,288,,,16.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 08:00,146,O,O,0.09,,
04/14/2025 17:00,356,598,21,8,294,,,15.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 09:00,123,O,O,0.09,,
04/14/2025 18:00,129,286,20,6,300,,,13.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 10:00,79,O,O,0.09,,
04/14/2025 19:00,8,21,18,4,309,,,10.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 11:00,8,O,O,0.09,,
04/14/2025 20:00,0,0,18,2,313,,,8.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/14/2025 12:00,0,O,O,0.09,,
04/14/2025 21:00,0,0,17,2,332,,,6.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/14/2025 13:00,0,O,O,0.09,,
04/14/2025 22:00,0,0,17,2,354,,,5.2,,0,0,,,,,AN,,SolarAnywhere4_0,04/14/2025 14:00,0,O,O,0.09,,
04/14/2025 23:00,0,0,15,1,4,,,3.9,,0,0,,,,,AN,,SolarAnywhere4_0,04/14/2025 15:00,0,O,O,0.09,,
04/15/2025 00:00,0,0,14,1,249,,,3.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/14/2025 16:00,0,O,O,0.09,,
04/15/2025 01:00,0,0,14,2,234,,,3.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/14/2025 17:00,0,O,O,0.09,,
04/15/2025 02:00,0,0,13,2,246,,,4.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/14/2025 18:00,0,O,O,0.09,,
04/15/2025 03:00,0,0,13,3,262,,,5.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/14/2025 19:00,0,O,O,0.09,,
04/15/2025 04:00,0,0,12,3,269,,,6,,0,0,,,,,AN,,SolarAnywhere4_0,04/14/2025 20:00,0,O,O,0.09,,
04/15/2025 05:00,0,0,12,3,272,,,6.2,,0,0,,,,,AN,,SolarAnywhere4_0,04/14/2025 21:00,0,O,O,0.09,,
04/15/2025 06:00,17,41,13,4,271,,,6.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 22:00,17,O,O,0.09,,
04/15/2025 07:00,176,378,15,4,267,,,6.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/14/2025 23:00,93,O,O,0.09,,
04/15/2025 08:00,410,651,16,4,267,,,7.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 00:00,130,O,O,0.09,,
04/15/2025 09:00,632,790,17,4,269,,,8.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 01:00,144,O,O,0.09,,
04/15/2025 10:00,818,853,19,4,269,,,9.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 02:00,161,O,O,0.09,,
04/15/2025 11:00,949,885,21,5,269,,,10.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 03:00,175,O,O,0.09,,
04/15/2025 12:00,1011,890,22,4,270,,,10.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 04:00,187,O,O,0.09,,
04/15/2025 13:00,995,858,22,4,272,,,9.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 05:00,205,O,O,0.09,,
04/15/2025 14:00,910,809,24,4,275,,,9.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 06:00,216,O,O,0.09,,
04/15/2025 15:00,757,709,24,4,281,,,8.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 07:00,230,O,O,0.09,,
04/15/2025 16:00,562,605,24,2,272,,,6.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 08:00,208,O,O,0.09,,
04/15/2025 17:00,333,388,24,2,254,,,5.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 09:00,181,O,O,0.09,,
04/15/2025 18:00,112,130,23,2,221,,,4.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 10:00,89,O,O,0.09,,
04/15/2025 19:00,7,3,18,2,202,,,3.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 11:00,7,O,O,0.09,,
04/15/2025 20:00,0,0,18,2,195,,,3.7,,0,0,,,,,AN,,SolarAnywhere4_0,04/15/2025 12:00,0,O,O,0.09,,
04/15/2025 21:00,0,0,17,3,189,,,4.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/15/2025 13:00,0,O,O,0.09,,
04/15/2025 22:00,0,0,16,3,180,,,5.2,,0,0,,,,,AN,,SolarAnywhere4_0,04/15/2025 14:00,0,O,O,0.09,,
04/15/2025 23:00,0,0,16,4,177,,,6.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/15/2025 15:00,0,O,O,0.09,,
04/16/2025 00:00,0,0,16,4,176,,,7.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/15/2025 16:00,0,O,O,0.09,,
04/16/2025 01:00,0,0,16,4,174,,,7.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/15/2025 17:00,0,O,O,0.09,,
04/16/2025 02:00,0,0,15,4,168,,,7.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/15/2025 18:00,0,O,O,0.09,,
04/16/2025 03:00,0,0,15,4,170,,,7.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/15/2025 19:00,0,O,O,0.09,,
04/16/2025 04:00,0,0,15,4,174,,,7.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/15/2025 20:00,0,O,O,0.09,,
04/16/2025 05:00,0,0,15,4,173,,,7.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/15/2025 21:00,0,O,O,0.09,,
04/16/2025 06:00,16,29,15,4,171,,,7.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 22:00,16,O,O,0.09,,
04/16/2025 07:00,166,279,17,4,170,,,7.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/15/2025 23:00,104,O,O,0.09,,
04/16/2025 08:00,370,453,18,5,170,,,8.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 00:00,173,O,O,0.09,,
04/16/2025 09:00,606,649,19,5,176,,,9.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 01:00,203,O,O,0.09,,
04/16/2025 10:00,785,744,21,5,183,,,9.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 02:00,210,O,O,0.09,,
04/16/2025 11:00,907,769,24,5,187,,,10.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 03:00,232,O,O,0.09,,
04/16/2025 12:00,934,678,25,5,187,,,10.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 04:00,304,O,O,0.09,,
04/16/2025 13:00,749,380,25,6,187,,,11.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 05:00,398,O,O,0.09,,
04/16/2025 14:00,753,447,26,6,188,,,11.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 06:00,368,O,O,0.09,,
04/16/2025 15:00,634,459,26,5,187,,,10.9,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 07:00,292,O,O,0.09,,
04/16/2025 16:00,442,304,26,4,182,,,10,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 08:00,264,O,O,0.09,,
04/16/2025 17:00,141,10,24,4,174,,,9,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 09:00,137,O,O,0.09,,
04/16/2025 18:00,51,0,23,4,167,,,8.2,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 10:00,51,O,O,0.09,,
04/16/2025 19:00,5,0,22,5,166,,,8.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 11:00,5,O,O,0.09,,
04/16/2025 20:00,0,0,21,5,172,,,8.3,,0,0,,,,,AN,,SolarAnywhere4_0,04/16/2025 12:00,0,O,O,0.09,,
04/16/2025 21:00,0,0,22,5,182,,,8.2,,0,0,,,,,AN,,SolarAnywhere4_0,04/16/2025 13:00,0,O,O,0.09,,
04/16/2025 22:00,0,0,21,5,191,,,8,,0,0,,,,,AN,,SolarAnywhere4_0,04/16/2025 14:00,0,O,O,0.09,,
04/16/2025 23:00,0,0,20,5,198,,,7.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/16/2025 15:00,0,O,O,0.09,,
04/17/2025 00:00,0,0,20,4,204,,,7.4,,0,0,,,,,AN,,SolarAnywhere4_0,04/16/2025 16:00,0,O,O,0.09,,
04/17/2025 01:00,0,0,20,4,213,,,7,,0,0,,,,,AN,,SolarAnywhere4_0,04/16/2025 17:00,0,O,O,0.09,,
04/17/2025 02:00,0,0,19,4,218,,,6.6,,0,0,,,,,AN,,SolarAnywhere4_0,04/16/2025 18:00,0,O,O,0.09,,
04/17/2025 03:00,0,0,19,4,219,,,6.9,,0,0,,,,,AN,,SolarAnywhere4_0,04/16/2025 19:00,0,O,O,0.09,,
04/17/2025 04:00,0,0,18,4,221,,,7.1,,0,0,,,,,AN,,SolarAnywhere4_0,04/16/2025 20:00,0,O,O,0.09,,
04/17/2025 05:00,0,0,18,4,220,,,6.9,,0,0,,,,,AN,,SolarAnywhere4_0,04/16/2025 21:00,0,O,O,0.09,,
04/17/2025 06:00,7,0,19,4,219,,,6.3,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 22:00,7,O,O,0.09,,
04/17/2025 07:00,105,41,21,3,215,,,5.8,,0,0,,,,,AD,,SolarAnywhere4_0,04/16/2025 23:00,96,O,O,0.09,,
04/17/2025 08:00,278,143,21,3,199,,,6,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 00:00,215,O,O,0.09,,
04/17/2025 09:00,463,266,22,3,194,,,6.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 01:00,297,O,O,0.09,,
04/17/2025 10:00,591,302,23,3,197,,,7,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 02:00,357,O,O,0.09,,
04/17/2025 11:00,559,200,26,3,192,,,7.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 03:00,383,O,O,0.09,,
04/17/2025 12:00,474,102,26,4,191,,,8.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 04:00,379,O,O,0.09,,
04/17/2025 13:00,362,29,27,4,193,,,9.6,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 05:00,335,O,O,0.09,,
04/17/2025 14:00,336,20,27,4,194,,,10.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 06:00,319,O,O,0.09,,
04/17/2025 15:00,144,1,27,4,193,,,9.7,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 07:00,143,O,O,0.09,,
04/17/2025 16:00,141,0,26,5,202,,,9.5,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 08:00,141,O,O,0.09,,
04/17/2025 17:00,68,0,26,7,213,,,12,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 09:00,68,O,O,0.09,,
04/17/2025 18:00,19,0,24,7,215,,,13.4,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 10:00,19,O,O,0.09,,
04/17/2025 19:00,1,0,22,6,212,,,12.1,,0,0,,,,,AD,,SolarAnywhere4_0,04/17/2025 11:00,1,O,O,0.09,,
04/17/2025 20:00,0,0,22,5,202,,,9.8,,0,0,,,,,AN,,SolarAnywhere4_0,04/17/2025 12:00,0,O,O,0.09,,
04/17/2025 21:00,0,0,21,5,200,,,8.2,,0,0,,,,,AN,,SolarAnywhere4_0,04/17/2025 13:00,0,O,O,0.09,,
04/17/2025 22:00,0,0,20,5,200,,,7.5,,0,0,,,,,AN,,SolarAnywhere4_0,04/17/2025 14:00,0,O,O,0.09,,
